,Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Stn_No,xm,ym,Clus_Db
698,WASAGAMING,50.655,-99.942,MB,-20.5,0.0,-6.3,-0.7,0.0,-39.4,0.0,,,,17.9,0.0,114.0,,4.0,,,,1076.7,0.0,5013117,4454244.27409576,1692653.3811076293,3
699,MELITA,49.281,-100.986,MB,-17.4,0.0,,-0.5,0.0,-34.3,0.0,,,,11.3,0.0,,,4.0,,,,989.8,0.0,501A7AR,4338156.825342551,1455103.3969412455,3
700,DEERWOOD RCS,49.4,-98.319,MB,-17.3,0.0,,-0.7,0.0,-30.2,0.0,,,,5.0,1.0,,,2.0,,,,988.0,0.0,5020725,4634713.555059796,1475411.8124276847,3
701,EMERSON AUTO,49.0,-97.238,MB,-19.0,5.0,,-2.5,4.0,-32.1,4.0,,,,2.9,5.0,,8.0,1.0,,,,849.9,0.0,5020881,4754915.214161537,1407341.9012078,3
702,GRETNA (AUT),49.031,-97.56,MB,-17.8,0.0,,-1.8,0.0,-33.9,0.0,,,,6.9,0.0,,,3.0,,,,1001.6,0.0,5021220,4719110.464641869,1412597.7003038488,3
703,KLEEFELD (MAFRI),49.518,-96.901,MB,-18.5,1.0,,-3.0,0.0,-33.1,1.0,,,,12.1,2.0,,3.0,3.0,,,,984.2,0.0,5021500,4792387.886795474,1495598.2200736515,3
704,MARQUETTE,50.013,-97.807,MB,-18.3,3.0,-5.7,-1.5,3.0,-32.0,3.0,11.4,3.0,,11.4,3.0,,21.0,5.0,,,,907.7,0.0,5021695,4691645.330693553,1580813.6132811727,3
705,MIAMI THIESSEN,49.45,-98.25,MB,-16.2,0.0,,-0.5,0.0,-30.0,0.0,18.3,0.0,,18.4,0.0,,10.0,6.0,,,,956.7,0.0,5021737,4642386.001385439,1483959.441600861,3
706,MORDEN CDA CS,49.188,-98.084,MB,-16.8,0.0,,-0.3,0.0,-30.7,0.0,,,,11.7,1.0,,8.0,3.0,,,,973.8,0.0,5021849,4660844.3505166955,1439266.2039361428,3
707,PILOT MOUND (AUT),49.191,-98.905,MB,-18.9,0.0,,-1.5,0.0,-34.6,0.0,,,,13.0,1.0,,,1.0,,,,1033.3,0.0,5022125,4569553.358728973,1439776.616094592,3
708,SPRAGUE,49.024,-95.598,MB,-18.6,0.0,,-3.4,0.0,-38.7,0.0,,,,16.8,0.0,,34.0,5.0,,,,1025.3,0.0,5022759,4937274.807988414,1411410.6208212255,-1
709,STONY MOUNTAIN,50.117,-97.167,MB,-17.8,1.0,-4.7,14.0,1.0,-32.0,1.0,19.0,1.0,,19.0,1.0,,0.0,6.0,,,,966.2,0.0,5022791,4762810.050235749,1598828.7965388717,-1
710,WINNIPEG THE FORKS,49.888,-97.129,MB,-17.7,0.0,,-2.5,0.0,-29.7,0.0,,,,9.4,1.0,,,2.0,,,,999.1,0.0,5023262,4767035.455458567,1559212.2651449777,3
711,CARMAN U OF M CS,49.498,-98.03,MB,-17.8,0.0,,-1.4,0.0,-32.3,0.0,,,,10.6,0.0,,,3.0,,,,1001.6,0.0,502I001,4666848.873728069,1492173.3715722552,3
712,WINNIPEG A CS,49.917,-97.249,MB,-19.2,0.0,,-3.1,0.0,-33.5,0.0,,,,8.7,1.0,,,3.0,,,,1041.2,0.0,502S001,4753692.070544406,1564218.7863118146,3
713,ARBORG,50.933,-97.083,MB,-20.2,0.0,-5.3,-3.0,0.0,-36.0,0.0,24.2,0.0,239.0,24.2,0.0,195.0,54.0,6.0,,,,1069.4,0.0,5030080,4772150.419675662,1741556.696103393,3
714,BERENS RIVER CS,52.36,-97.022,MB,-23.3,0.0,-7.1,-5.1,0.0,-38.6,0.0,,,,16.0,0.0,130.0,17.0,4.0,,,,1156.8,0.0,5030203,4778933.307007027,1997300.994834314,-1
715,GEORGE ISLAND (AUT),52.819,-97.616,MB,-22.9,0.0,,-4.9,0.0,-34.9,0.0,,,,,,,57.0,,,,,1144.4,0.0,5030984,4712883.551681927,2081312.9312820053,-1
716,FISHER BRANCH (AUT),51.083,-97.555,MB,-20.9,0.0,,-2.2,0.0,-37.1,0.0,,,,16.3,0.0,,23.0,3.0,,,,1090.2,0.0,50309J6,4719666.439013292,1768064.8583108103,3
717,GIMLI HARBOUR CS,50.631,-96.982,MB,-19.3,0.0,,-2.1,0.0,-32.2,0.0,,,,,,,,,,,,1044.5,0.0,5031041,4783381.101978415,1688445.1096288748,3
718,GIMLI CLIMATE,50.633,-97.05,MB,-20.2,0.0,,-2.2,0.0,-35.2,0.0,,,,16.0,0.0,,6.0,3.0,,,,1070.2,0.0,5031042,4775819.850527057,1688795.7168429457,3
719,GRAND RAPIDS HYDRO,53.158,-99.283,MB,-20.2,6.0,-5.2,-5.5,6.0,-35.0,6.0,20.2,6.0,,20.2,6.0,,0.0,6.0,,,,840.5,0.0,5031111,4527521.696249363,2143932.295224769,-1
720,GREAT FALLS CLIMATE,50.522,-95.977,MB,-20.4,0.0,,-4.0,0.0,-36.1,0.0,,,,23.5,0.0,,,5.0,,,,1076.1,0.0,5031201,4895131.95063452,1669359.5286697,3
721,HODGSON 3,51.211,-97.568,MB,-20.0,8.0,,-2.0,8.0,-38.0,8.0,9.0,8.0,,9.0,8.0,,47.0,4.0,,,,760.5,0.0,5031310,4718220.905647592,1790753.207207555,3
722,INDIAN BAY,49.624,-95.197,MB,-19.2,1.0,-5.8,-4.5,1.0,-37.5,1.0,21.0,1.0,,21.0,1.0,,30.0,5.0,,,,1005.3,0.0,5031320,4981863.95257657,1513773.343057355,3
723,GRAND RAPIDS (AUT),53.186,-99.268,MB,-21.4,0.0,,-1.3,0.0,-37.2,0.0,,,,22.5,0.0,,45.0,4.0,,,,1104.4,0.0,5031A10,4529189.619363634,2149126.455301145,-1
724,RENNIE,49.85,-95.533,MB,-21.5,13.0,,-4.5,9.0,-39.0,9.0,16.8,9.0,,16.8,9.0,,,5.0,,,,592.2,0.0,5032360,4944502.474816917,1552656.5469929492,3
725,VICTORIA BEACH (AUT),50.7,-96.567,MB,-19.5,0.0,,-3.5,0.0,-33.2,0.0,,,,,,,,,,,,1049.7,0.0,5032951,4829526.974806558,1700549.689437028,3
726,PINAWA,50.177,-96.065,MB,-20.1,0.0,,-3.4,0.0,-36.9,0.0,,,,37.2,0.0,,6.0,16.0,,,,1067.0,0.0,503B1ER,4885346.801697467,1609239.976787664,3
727,DAUPHIN CS,51.1,-100.057,MB,-19.4,0.0,,0.2,0.0,-36.1,0.0,,,,12.5,0.0,,10.0,3.0,,,,1048.0,0.0,5040681,4441456.86355302,1771074.5344495503,3
728,DAUPHIN,51.101,-100.053,MB,-19.4,2.0,,0.3,2.0,-36.0,2.0,,,,3.3,2.0,,,2.0,,,,972.8,0.0,5040689,4441901.643050159,1771251.6086827079,3
729,GILBERT PLAINS,51.1,-100.467,MB,-20.3,0.0,-6.6,-0.1,0.0,-38.5,0.0,19.7,0.0,134.0,19.7,0.0,130.0,28.0,7.0,,,,1072.1,0.0,5040985,4395866.965096301,1771074.5344495503,3
730,COWAN,52.033,-100.65,MB,-18.5,0.0,-4.9,1.0,0.0,-39.0,0.0,33.3,0.0,142.0,33.3,0.0,134.0,0.0,7.0,,,,1020.6,0.0,5040FJ3,4375518.303102204,1937980.2971760882,3
731,MAFEKING,52.666,-101.098,MB,-18.9,0.0,-6.1,0.0,0.0,-36.0,0.0,30.0,0.0,145.0,30.0,0.0,143.0,37.0,5.0,,,,1033.9,0.0,5041685,4325702.999422668,2053211.0326030953,3
732,MCCREARY,50.712,-99.53,MB,-18.1,0.0,-6.2,1.8,0.0,-39.5,0.0,,,,13.3,2.0,,,4.0,,,,1010.7,0.0,5043158,4500056.562301047,1702656.651150952,-1
733,OAKPOINT MARINE,50.499,-98.037,MB,-19.8,0.0,,-2.8,0.0,-32.4,0.0,,,,11.7,0.0,,14.0,3.0,,,,1059.1,0.0,504K0NM,4666070.509608076,1665337.930661494,3
734,SWAN RIVER RCS,52.115,-101.233,MB,-20.5,0.0,,1.0,0.0,-37.2,0.0,,,,16.0,0.0,,,4.0,,,,1077.3,0.0,504K80K,4310691.691394235,1952814.8920388473,3
735,FLIN FLON,54.683,-101.683,MB,-22.3,0.0,,-1.3,0.0,-37.5,0.0,,,,,,,46.0,,,,,1127.5,0.0,5050919,4260653.997966128,2431916.618796683,-1
736,FLIN FLON,54.767,-101.883,MB,-21.6,0.0,-6.7,-1.5,0.0,-34.0,0.0,21.0,0.0,126.0,21.0,0.0,126.0,44.0,9.0,,,,1109.2,0.0,5050920,4238415.023109193,2448090.384979821,-1
737,THE PAS A,53.971,-101.091,MB,-21.6,0.0,,-1.1,0.0,-36.2,0.0,22.2,1.0,,19.2,0.0,,26.0,5.0,,,,1107.8,0.0,5052881,4326481.363542661,2296150.3693550406,-1
738,THE PAS CLIMATE,53.967,-101.1,MB,-21.5,0.0,,-1.1,0.0,-35.5,0.0,,,,15.5,0.0,,21.0,4.0,,,,1105.2,0.0,5052890,4325480.609674099,2295394.2282599956,-1
739,CHURCHILL,58.739,-94.066,MB,-27.9,0.0,,-11.5,0.0,-37.9,0.0,,,,5.2,0.0,,,1.0,,,,1285.4,0.0,5060595,5107625.355392545,3254597.622677684,-1
740,CHURCHILL CLIMATE,58.733,-94.067,MB,-28.0,0.0,,-11.9,0.0,-38.1,0.0,,,,5.9,0.0,,,1.0,,,,1288.9,0.0,5060608,5107514.160518262,3253312.0885522505,-1
741,CROSS LAKE JENPEG,54.533,-98.033,MB,-22.7,0.0,-5.5,-5.1,0.0,-36.9,0.0,7.0,0.0,38.0,7.0,0.0,38.0,0.0,3.0,,,,1140.4,0.0,5060623,4666515.289105215,2403117.939654298,-1
742,GILLAM A,56.358,-94.411,MB,-26.7,0.0,,-5.9,0.0,-37.7,0.0,7.1,0.0,,7.1,0.0,,21.0,2.0,,,,1250.5,0.0,5061022,5069263.1237643305,2760979.4253350263,-1
743,ISLAND LAKE A,53.857,-94.654,MB,-24.6,0.0,,-6.1,0.0,-37.0,0.0,12.4,0.0,,15.2,1.0,,40.0,6.0,,,,1192.9,0.0,5061375,5042242.769313153,2274628.724061831,-1
744,KELSEY DAM CS,56.038,-96.51,MB,-25.7,0.0,,-5.9,0.0,-40.9,0.0,,,,7.6,0.0,,57.0,1.0,,,,1224.6,0.0,5061422,4835865.082640784,2697019.2643600423,-1
745,LYNN LAKE,56.864,-101.076,MB,-24.9,1.0,,-7.0,1.0,-41.3,1.0,,,,15.9,3.0,,,5.0,,,,1158.8,0.0,5061645,4328149.286656931,2863221.0029254323,-1
746,LYNN LAKE RCS,56.85,-101.067,MB,-25.2,0.0,,-7.1,0.0,-42.4,0.0,,,,6.0,0.0,,,1.0,,,,1210.2,0.0,5061649,4329150.040525493,2860373.661796245,-1
747,NORWAY HOUSE,53.958,-97.844,MB,-23.8,1.0,,-4.7,1.0,-38.3,1.0,,,,7.2,4.0,,,2.0,,,,1127.7,0.0,5062040,4687531.120345021,2293693.1760882773,-1
748,TADOULE LAKE,58.706,-98.512,MB,-27.4,0.0,,-10.0,0.0,-40.2,0.0,,,,2.4,0.0,,,1.0,,,,1271.3,0.0,5062835,4613252.944322852,3247529.9269809425,-1
749,TADOULE LAKE CS,58.716,-98.502,MB,-27.9,0.0,,-10.4,0.0,-42.1,0.0,,,,7.8,0.0,,37.0,2.0,,,,1284.1,0.0,5062840,4614364.8930657,3249670.9454129366,-1
750,THOMPSON A,55.805,-97.863,MB,-25.2,0.0,,-6.1,0.0,-40.6,0.0,11.8,0.0,,8.8,1.0,,27.0,3.0,,,,1209.9,0.0,5062921,4685418.417733611,2650781.1841789223,-1
751,ATTAWAPISKAT A,52.928,-82.432,ON,-26.6,0.0,,-7.3,0.0,-38.9,0.0,,,,1.9,0.0,,,1.0,,,,1249.7,0.0,6010400,6401266.522820526,2101393.638809175,-1
752,BIG TROUT LAKE A,53.818,-89.897,ON,-25.7,0.0,,-9.1,0.0,-37.2,0.0,,,,3.7,0.0,,,1.0,,,,1224.4,0.0,6010735,5571196.786285381,2267279.5176852504,-1
753,BIG TROUT LAKE,53.816,-89.892,ON,-25.9,0.0,,-9.1,0.0,-38.2,0.0,,,,10.1,0.0,,33.0,3.0,,,,1230.1,0.0,6010740,5571752.760656805,2266902.8197235083,-1
754,EAR FALLS (AUT),50.631,-93.221,ON,-20.7,0.0,,-4.8,0.0,-35.8,0.0,,,,22.3,0.0,,47.0,4.0,,,,1083.9,0.0,6012199,5201585.024163101,1688445.1096288748,3
755,FORT SEVERN A,56.019,-87.676,ON,-26.7,1.0,,-8.4,1.0,-39.3,0.0,,,,0.3,3.0,,,0.0,,,,1207.1,0.0,6012501,5818160.602071658,2693238.347108365,-1
756,LANSDOWNE HOUSE (AUT),52.196,-87.936,ON,-25.2,0.0,,-6.6,0.0,-41.6,0.0,,,,13.2,0.0,,41.0,4.0,,,,1210.5,0.0,6014353,5789249.934757641,1967495.391185889,-1
757,MUSKRAT DAM,53.441,-91.763,ON,-25.6,1.0,,-7.8,1.0,-41.0,0.0,,,,4.2,2.0,,,1.0,,,,1177.1,0.0,6015026,5363707.150870166,2196587.255113433,-1
758,PEAWANUCK (AUT),54.983,-85.433,ON,-27.7,0.0,,-9.8,0.0,-42.2,0.0,,,,8.0,0.0,,18.0,4.0,,,,1279.3,0.0,6016295,6067570.705092197,2489834.8118535792,-1
759,PICKLE LAKE (AUT),51.449,-90.218,ON,-23.3,0.0,,-6.7,0.0,-35.6,0.0,,,,15.0,0.0,,37.0,6.0,,,,1155.2,0.0,6016525,5535503.231639998,1833107.5943518775,-1
760,PICKLE LAKE A,51.446,-90.214,ON,-23.2,0.0,,-6.7,0.0,-36.3,0.0,,,,,,,44.0,,,,,1154.5,0.0,6016529,5535948.011137137,1832572.3443924002,-1
761,RED LAKE A,51.067,-93.793,ON,-21.9,0.0,,-5.1,0.0,-36.0,0.0,,,,,,,41.0,,,,,1116.0,0.0,6016970,5137981.556072263,1765233.2321236636,3
762,SANDY LAKE A,53.064,-93.344,ON,-24.0,0.0,,-7.4,0.0,-38.1,0.0,,,,1.0,0.0,,,0.0,,,,1175.8,0.0,6017401,5187908.054626086,2126519.4956077123,-1
763,BARWICK,48.633,-93.967,ON,-19.4,18.0,-7.8,-7.0,18.0,-39.0,18.0,10.6,18.0,,10.6,18.0,,,3.0,,,,373.6,0.0,6020559,5118633.647946729,1345367.0196040962,-1
764,ATIKOKAN (AUT),48.761,-91.628,ON,-21.7,0.0,,-4.5,0.0,-39.3,0.0,,,,24.7,0.0,,43.0,5.0,,,,1110.2,0.0,6020LPQ,5378718.458898598,1366930.7625660906,-1
765,FORT FRANCES RCS,48.651,-93.439,ON,-19.8,0.0,,-3.1,0.0,-39.3,0.0,,,,27.5,0.0,,,10.0,,,,1057.2,0.0,6022474,5177344.541569041,1348396.1106972927,-1
766,MINE CENTRE SOUTHWEST,48.76,-92.623,ON,-21.0,0.0,,-3.5,0.0,-38.0,0.0,33.5,0.0,,33.5,0.0,,58.0,6.0,,,,1090.8,0.0,6025205,5268079.5589853395,1366762.0830741124,-1
767,DRYDEN REGIONAL,49.828,-92.744,ON,-20.6,1.0,,-4.2,1.0,-34.3,1.0,,,,22.2,2.0,,,4.0,,,,1042.4,0.0,6032125,5254624.979196894,1548863.486789247,3
768,KENORA RCS,49.791,-94.378,ON,-19.8,0.0,,-6.3,0.0,-34.5,0.0,,,,16.9,0.0,,32.0,4.0,,,,1057.9,0.0,6034073,5072932.554615725,1542488.1377256643,-1
769,KENORA A,49.788,-94.363,ON,-19.8,0.0,,-6.4,0.0,-34.2,0.0,39.2,1.0,,36.8,0.0,,53.0,10.0,,,,1058.0,0.0,6034076,5074600.477729995,1541971.4310383117,-1
770,SIOUX LOOKOUT A,50.114,-91.908,ON,-22.3,0.0,,-4.3,0.0,-40.2,0.0,45.0,1.0,,45.0,1.0,,30.0,8.0,,,,1127.7,0.0,6037776,5347583.894098887,1598308.5801671874,-1
771,ARMSTRONG (AUT),50.294,-88.905,ON,-24.4,0.0,,-4.2,0.0,-44.0,0.0,,,,20.0,0.0,,44.0,3.0,,,,1186.7,0.0,6040325,5681502.101575784,1629579.4492730424,-1
772,CAMERON FALLS (AUT),49.154,-88.345,ON,-20.7,0.0,,-5.4,0.0,-33.4,0.0,,,,33.2,0.0,,,5.0,,,,1084.6,0.0,6041110,5743771.231175207,1433483.6944401348,-1
773,CARIBOU ISLAND (AUT),47.333,-85.833,ON,-12.9,0.0,,-1.3,0.0,-24.1,0.0,,,,,,,,,,,,866.3,0.0,6041222,6023092.7553783255,1129390.5540902587,-1
774,GERALDTON A,49.783,-86.931,ON,-24.4,19.0,-8.6,-11.4,19.0,-38.9,19.0,12.0,19.0,,9.8,19.0,,,3.0,,,,381.3,0.0,6042716,5901000.783413745,1541110.324335237,-1
775,GERALDTON A,49.779,-86.939,ON,-24.0,11.0,,-5.8,11.0,-41.2,11.0,6.8,11.0,,8.2,11.0,,63.0,4.0,,,,713.6,0.0,6042717,5900111.224419469,1540421.5029566893,-1
776,PUKASKWA (AUT),48.608,-86.287,ON,-21.0,0.0,,-6.1,0.0,-38.9,0.0,,,,39.5,1.0,,64.0,7.0,,,,1090.6,0.0,6046768,5972610.28245308,1341161.740839554,-1
777,THUNDER BAY,48.372,-89.322,ON,-20.1,1.0,,-4.3,1.0,-37.2,1.0,,,,0.2,1.0,,,0.0,,,,1028.3,0.0,6048260,5635133.838999072,1301566.076815091,-1
778,THUNDER BAY BURWOOD,48.414,-89.278,ON,-18.5,3.0,,-3.0,3.0,-35.0,3.0,34.0,3.0,,25.3,3.0,,0.0,4.0,,,,911.3,0.0,6048266,5640026.413467598,1308599.302005889,-1
779,THUNDER BAY CS,48.369,-89.327,ON,-19.6,0.0,,-3.9,0.0,-37.4,0.0,,,,22.9,0.0,,,4.0,,,,1053.3,0.0,6048268,5634577.86462765,1301063.9256386645,-1
780,UPSALA (AUT),49.033,-90.467,ON,-21.9,0.0,,-5.7,0.0,-37.6,0.0,,,,25.3,0.0,,57.0,5.0,,,,1118.2,0.0,6049095,5507815.707943113,1412936.896546661,-1
781,WELCOME ISLAND (AUT),48.369,-89.119,ON,-17.4,0.0,,-2.9,0.0,-28.9,0.0,,,,,,,,,,,,992.1,0.0,6049443,5657706.398478863,1301063.9256386645,-1
782,LITTLE FLATLAND ISLAND (AUT),49.69,-88.306,ON,-22.9,0.0,,-5.1,0.0,-36.8,0.0,,,,115.6,4.0,,18.0,17.0,,,,1145.4,0.0,6049470,5748107.83127231,1525109.9113672543,-1
783,LAKE SUPERIOR PROVINCIAL PARK,47.723,-84.814,ON,-21.5,0.0,,-4.8,0.0,-41.0,0.0,,,,37.0,10.0,,121.0,7.0,,,,1107.2,0.0,6054425,6136400.332274416,1193615.034217327,-1
784,SAULT STE MARIE A,46.485,-84.51,ON,-18.3,0.0,,-3.3,0.0,-35.7,0.0,71.0,0.0,,36.9,1.0,,19.0,7.0,,,,1015.2,0.0,6057591,6170203.574056958,991361.0893037645,-1
785,WAWA A,47.967,-84.786,ON,-20.4,0.0,,-3.9,0.0,-37.7,0.0,,,,,,,83.0,,,,,1073.9,0.0,6059407,6139513.788754387,1234041.2914033607,-1
786,KILLARNEY (AUT),45.967,-81.483,ON,-15.4,0.0,,-3.0,0.0,-29.1,0.0,,,,,,,,,,,,934.4,0.0,605DJ25,6506790.458516688,908102.529847593,5
787,CHAPLEAU A,47.82,-83.347,ON,-21.8,0.0,-8.6,-5.2,0.0,-39.8,0.0,26.0,1.0,,23.6,0.0,55.0,72.0,7.0,,,,1115.7,0.0,6061361,6299523.212850044,1209663.3660290968,-1
788,MASSEY,46.193,-82.025,ON,-17.8,0.0,-8.2,-3.5,0.0,-38.5,0.0,52.4,0.0,144.0,52.4,0.0,117.0,45.0,12.0,,,,1002.8,0.0,6065006,6446522.836654391,944331.1368532488,5
789,SUDBURY CLIMATE,46.632,-80.796,ON,-19.3,0.0,,-6.4,0.0,-34.5,0.0,,,,31.2,0.0,,33.0,12.0,,,,1045.7,0.0,6068145,6583181.337150264,1015132.6683872566,-1
790,SUDBURY A,46.626,-80.798,ON,-19.3,0.0,,-6.0,0.0,-32.2,0.0,56.7,0.0,,25.4,0.0,,24.0,9.0,,,,1043.5,0.0,6068153,6582958.947401695,1014161.1376804356,5
791,BONNER LAKE,49.383,-82.124,ON,-23.7,0.0,,-2.5,0.0,-40.0,0.0,18.3,0.0,,16.7,0.0,,84.0,7.0,,,,1167.7,0.0,6070QK6,6435514.544100208,1472507.6012151614,-1
792,EARLTON A,47.695,-79.849,ON,-21.7,0.0,,-3.6,0.0,-37.3,0.0,,,,5.2,0.0,,,2.0,,,,1111.5,0.0,6072223,6688482.883097857,1188988.0857949005,-1
793,EARLTON CLIMATE,47.695,-79.849,ON,-21.7,0.0,,-3.6,0.0,-37.7,0.0,,,,21.1,0.0,,16.0,10.0,,,,1111.9,0.0,6072230,6688482.883097857,1188988.0857949005,-1
794,KAPUSKASING A,49.412,-82.468,ON,-23.1,0.0,,-3.5,0.0,-38.8,0.0,13.5,1.0,,13.5,2.0,,86.0,5.0,,,,1151.5,0.0,6073976,6397263.507346277,1477462.4492230378,-1
795,KAPUSKASING CDA ON,49.406,-82.444,ON,-24.0,0.0,,-4.1,0.0,-41.4,0.0,,,,11.9,0.0,,,3.0,,,,1176.3,0.0,6073980,6399932.184329109,1476437.0681760823,-1
796,KIRKLAND LAKE CS,48.15,-80.0,ON,-22.5,0.0,,-3.8,0.0,-39.1,0.0,,,,16.3,0.0,,43.0,4.0,,,,1133.2,0.0,6074211,6671692.457080871,1264486.4738482786,-1
797,MOOSONEE,51.291,-80.608,ON,-25.0,0.0,,-5.5,0.0,-39.3,0.0,,,,0.9,0.0,,,0.0,,,,1204.0,0.0,6075420,6604085.973515784,1804965.465984744,-1
798,MOOSONEE UA,51.267,-80.65,ON,-24.2,1.0,-6.7,-4.5,1.0,-38.0,1.0,13.7,1.0,,17.1,1.0,,73.0,5.0,,,,1139.3,0.0,6075425,6599415.788795827,1800699.1913175331,-1
799,MOOSONEE RCS,51.292,-80.618,ON,-24.8,0.0,,-4.9,0.0,-37.6,0.0,,,,33.2,1.0,,79.0,17.0,,,,1199.5,0.0,6075435,6602974.024772938,1805143.2758121938,-1
800,NAGAGAMI (AUT),49.747,-84.164,ON,-23.5,0.0,,-4.1,0.0,-37.6,0.0,,,,16.9,1.0,,,3.0,,,,1162.9,0.0,6075543,6208677.0005594585,1534912.9778464371,-1
801,OGOKI POST A,51.659,-85.901,ON,-24.1,0.0,,-5.0,0.0,-36.1,0.0,,,,4.0,0.0,,,2.0,,,,1179.7,0.0,6075786,6015531.503926967,1870662.8381184312,-1
802,TIMMINS CLIMATE,48.557,-81.39,ON,-23.0,0.0,,-4.0,0.0,-40.8,0.0,,,,17.3,0.0,,53.0,6.0,,,,1148.6,0.0,6078282,6517131.581825164,1332589.4229534697,-1
803,TIMMINS A,48.571,-81.377,ON,-23.0,0.0,,-3.6,0.0,-40.6,0.0,,,,,,,,,,,,1148.2,0.0,6078286,6518577.1151908655,1334941.7471316569,-1
804,ALGONQUIN PARK EAST GATE,45.533,-78.267,ON,-18.7,0.0,,-4.5,0.0,-35.8,0.0,,,,32.0,0.0,,52.0,11.0,,,,1027.8,0.0,6080192,6864393.174216224,838942.8941968232,5
805,NORTH BAY A,46.364,-79.424,ON,-19.2,0.0,,-6.3,0.0,-35.2,0.0,,,,3.8,0.0,,,2.0,,,,1041.0,0.0,6085680,6735740.704668846,971842.1626786832,5
806,GORE BAY CLIMATE,45.883,-82.567,ON,-16.4,0.0,,-2.8,0.0,-33.8,0.0,,,,12.0,0.0,,35.0,3.0,,,,963.6,0.0,6092920,6386255.214792095,894674.7261239644,5
807,GREAT DUCK ISLAND (AUT),45.633,-82.95,ON,-13.0,0.0,,-1.6,0.0,-27.4,0.0,,,,,,,,,,,,866.6,0.0,6093005,6343667.577941061,854830.7127998061,5
808,SANDFIELD,45.69,-81.982,ON,-16.4,0.0,,-3.0,0.0,-34.0,0.0,98.0,0.0,,98.0,0.0,,76.0,17.0,,,,964.3,0.0,6097426,6451304.216248632,863899.4559203144,5
809,APPLETON,45.186,-76.113,ON,-16.1,3.0,,-3.0,3.0,-29.0,3.0,38.0,3.0,,38.0,3.0,,31.0,9.0,,,,853.6,0.0,6100285,7103906.9334254265,784030.118321402,5
810,BROCKVILLE CLIMATE,44.635,-75.748,ON,-15.9,0.0,,-2.1,0.0,-30.9,0.0,,,,31.9,0.0,,,9.0,,,,950.5,0.0,6100970,7144493.062539334,697517.5858991975,5
811,BROCKVILLE PCC,44.6,-75.667,ON,-14.7,0.0,-8.6,-1.0,0.0,-27.0,0.0,66.1,0.0,169.0,66.1,0.0,103.0,0.0,13.0,,,,915.0,0.0,6100971,7153499.847356394,692050.0983801577,5
812,CHALK RIVER AECL,46.05,-77.367,ON,-16.9,8.0,-7.7,-3.5,8.0,-29.5,8.0,15.4,8.0,,15.4,8.0,,,8.0,,,,698.7,0.0,6101335,6964468.561072436,921390.4936000397,5
813,CORNWALL,45.016,-74.749,ON,-14.4,0.0,-7.9,-2.0,0.0,-25.0,0.0,103.0,0.0,269.0,103.0,0.0,171.0,61.0,15.0,,,,906.9,0.0,6101874,7255576.741949732,757249.778387174,5
814,DRUMMOND CENTRE,45.032,-76.253,ON,-15.9,0.0,-7.4,-2.5,0.0,-29.5,0.0,52.4,0.0,148.0,52.4,0.0,102.0,36.0,9.0,,,,948.4,0.0,6102J13,7088339.651025571,759766.8857844798,5
815,HARTINGTON IHD,44.428,-76.69,ON,-14.2,0.0,-7.8,-2.0,0.0,-27.5,0.0,81.0,0.0,253.0,83.0,0.0,132.0,65.0,14.0,,,,901.3,0.0,6103367,7039747.490963166,665229.0377976438,5
816,KEMPTVILLE CS,45.0,-75.633,ON,-16.2,0.0,,-2.8,0.0,-29.4,0.0,,,,40.7,0.0,,26.0,9.0,,,,956.8,0.0,6104027,7157280.473082074,754733.3741933275,5
817,KINGSTON CLIMATE,44.223,-76.599,ON,-14.2,0.0,,-0.4,0.0,-28.4,0.0,,,,24.1,0.0,,,7.0,,,,901.2,0.0,6104142,7049866.224523071,633364.9566447437,5
818,OMPAH-SEITZ,45.054,-76.784,ON,-16.1,0.0,,-3.5,0.0,-28.5,0.0,117.5,0.0,,117.5,0.0,,48.0,13.0,,,,955.4,0.0,6105762,7029295.172780405,763229.0577381849,5
819,OTTAWA CDA,45.383,-75.717,ON,-15.8,0.0,-8.0,-3.3,0.0,-27.7,0.0,54.0,0.0,156.0,33.8,0.0,68.0,32.0,8.0,,,,946.4,0.0,6105976,7147940.10364216,815164.0421576155,5
820,OTTAWA CDA RCS,45.383,-75.717,ON,-16.2,0.0,,-3.4,0.0,-28.0,0.0,,,,30.0,0.0,,34.0,8.0,,,,957.4,0.0,6105978,7147940.10364216,815164.0421576155,5
821,OTTAWA INTL A,45.317,-75.667,ON,-16.2,0.0,,-3.5,0.0,-26.8,0.0,64.4,0.0,,38.0,0.0,,60.0,11.0,,,,957.8,0.0,6106001,7153499.847356394,804721.3373610368,5
822,PEMBROKE CLIMATE,45.86,-77.252,ON,-18.0,0.0,,-2.9,0.0,-31.3,0.0,,,,23.5,1.0,,,10.0,,,,1007.4,0.0,6106367,6977255.971615175,891001.6072822073,5
823,PETAWAWA AWOS 2,45.95,-77.317,ON,-17.8,2.0,,-3.4,2.0,-31.4,2.0,,,,21.5,2.0,,,9.0,,,,931.9,0.0,6106396,6970028.304786671,905383.3563661603,5
